publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2019p448113,earthquake,2019-06-15T19:15:04.938Z,2019-06-15T19:21:25.693Z,175.5473785,-40.33960724,2.228468307,28.1095314,M,,LOCSAT,confirmed,manual,iasp91,36,25,18,0.176416948,84.12094116,0.307506675,0
2019p447910,earthquake,2019-06-15T17:26:43.574Z,2019-06-15T17:35:17.017Z,174.6887054,-41.44577789,2.213238273,22.77670097,M,,LOCSAT,confirmed,manual,iasp91,25,17,12,0.142205164,139.5800476,0.374403727,0
2019p447301,earthquake,2019-06-15T12:02:29.057Z,2019-07-08T00:44:39.345Z,173.2611847,-41.49006653,2.658597593,47.68432236,M,,LOCSAT,confirmed,manual,iasp91,21,14,7,0.28689605,59.02748108,0.330833377,0
2019p447022,earthquake,2019-06-15T09:33:47.514Z,2019-06-15T09:45:14.935Z,174.3582001,-40.2610817,1.956357205,55.2841568,M,,LOCSAT,confirmed,manual,iasp91,14,9,3,0.63433218,150.9688356,0.642425911,0
2019p446658,earthquake,2019-06-15T06:19:54.538Z,2019-06-15T06:38:16.977Z,174.0599365,-41.75773239,1.425002616,6.78664732,M,,LOCSAT,confirmed,manual,iasp91,18,13,3,0.086264215,58.95544434,0.38898181,0
2019p446515,earthquake,2019-06-15T05:03:37.211Z,2019-06-15T05:55:19.785Z,174.8725281,-41.00194931,2.632909565,20.44459724,M,,LOCSAT,confirmed,manual,iasp91,23,14,21,0.143725008,86.12113094,0.457785286,0
2019p445920,earthquake,2019-06-14T23:46:13.339Z,2019-06-14T23:51:18.844Z,175.9572906,-40.26247787,2.07651833,19.34101868,M,,LOCSAT,confirmed,manual,iasp91,27,19,19,0.164206252,75.68334961,0.345317285,0
2019p445470,earthquake,2019-06-14T19:46:52.912Z,2019-06-14T19:50:51.568Z,175.8719635,-40.61885071,0.94065276,24.31905746,M,,LOCSAT,confirmed,manual,iasp91,14,9,4,0.098974742,81.3666687,0.468719529,0
2019p445454,earthquake,2019-06-14T19:38:12.201Z,2019-06-14T19:42:38.595Z,176.2984772,-40.33827591,1.698793909,23.49597359,M,,LOCSAT,confirmed,manual,iasp91,25,16,11,0.108239964,54.6068573,0.326747384,0
2019p445376,earthquake,2019-06-14T18:56:48.794Z,2019-06-14T19:02:31.486Z,174.2278137,-41.77619171,2.32887166,9.91070652,M,,LOCSAT,confirmed,manual,iasp91,31,25,13,0.029102558,143.2037582,0.459578738,0
2019p445368,earthquake,2019-06-14T18:52:33.183Z,2019-06-14T18:57:06.745Z,174.128067,-41.71174622,1.654179841,10.77422047,M,,LOCSAT,confirmed,manual,iasp91,28,21,6,0.055217002,56.01670074,0.399643584,0
2019p445248,earthquake,2019-06-14T17:48:40.705Z,2019-06-14T17:55:06.635Z,174.2374725,-41.72708511,1.262515631,5.377772331,M,,LOCSAT,confirmed,manual,iasp91,15,10,5,0.028169464,150.8591766,0.598930794,0
2019p445076,earthquake,2019-06-14T16:16:53.669Z,2019-06-14T16:19:12.859Z,175.363266,-39.89709091,1.86428462,41.80007172,M,,LOCSAT,confirmed,manual,iasp91,26,20,9,0.31035766,65.76225281,0.451107335,0
2019p444813,earthquake,2019-06-14T13:56:42.320Z,2019-06-14T14:00:30.833Z,175.8712006,-40.58869171,1.058127079,19.28896713,M,,LOCSAT,confirmed,manual,iasp91,17,11,7,0.083265148,86.11663818,0.460462084,0
2019p444515,earthquake,2019-06-14T11:17:53.923Z,2019-06-14T11:20:23.523Z,174.5618286,-41.61101151,1.728085959,20.60042572,M,,LOCSAT,confirmed,manual,iasp91,16,11,7,0.294910163,145.7470703,0.258817846,0
2019p444487,earthquake,2019-06-14T11:03:01.721Z,2019-06-14T11:05:28.992Z,173.7052307,-41.97560501,1.686581389,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,14,3,0.206930131,111.052948,0.402408137,0
2019p444375,earthquake,2019-06-14T10:03:27.847Z,2019-06-14T10:10:57.076Z,174.0994873,-41.78295898,1.493828478,9.82513237,M,,LOCSAT,confirmed,manual,iasp91,18,13,7,0.092011355,138.6172333,0.362796209,0
2019p444289,earthquake,2019-06-14T09:17:16.671Z,2019-06-14T09:31:55.490Z,175.2058411,-39.77807236,1.972655405,52.0606308,M,,LOCSAT,confirmed,manual,iasp91,25,19,10,0.171409026,40.68664837,0.47904429,0
2019p444262,earthquake,2019-06-14T09:03:14.662Z,2019-06-14T09:09:10.507Z,175.2455292,-40.02007675,2.098186523,25.47756577,M,,LOCSAT,confirmed,manual,iasp91,25,19,13,0.192835167,62.51971436,0.42979689,0
2019p444242,earthquake,2019-06-14T08:52:31.737Z,2019-06-14T09:04:22.235Z,175.3728943,-40.96301651,1.252878393,13.63114166,M,,LOCSAT,confirmed,manual,iasp91,17,14,7,0.126150772,73.86603165,0.284169979,0
2019p444155,earthquake,2019-06-14T08:06:08.544Z,2019-06-14T08:12:42.331Z,174.8741302,-40.12975693,1.857043095,18.96484756,M,,LOCSAT,confirmed,manual,iasp91,26,19,5,0.346293777,64.64611816,0.582024999,0
2019p444026,earthquake,2019-06-14T06:57:23.937Z,2019-06-14T07:01:55.074Z,174.2617798,-41.59178925,1.527486754,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,16,3,0.161157027,104.2754288,0.367980494,0
2019p444011,earthquake,2019-06-14T06:49:13.655Z,2019-06-14T06:53:07.194Z,176.0244446,-40.86925507,1.552720829,18.64408493,M,,LOCSAT,confirmed,manual,iasp91,21,14,5,0.140283927,96.27316284,0.370909503,0
2019p443539,earthquake,2019-06-14T02:37:36.345Z,2019-06-14T02:54:57.874Z,173.3437347,-41.70538712,1.972513438,36.36418915,M,,LOCSAT,confirmed,manual,iasp91,19,12,5,0.333136052,70.45545959,0.255848971,0
2019p443263,earthquake,2019-06-14T00:11:19.755Z,2019-06-14T00:24:51.055Z,174.3474426,-41.41057968,1.708192284,42.47119522,M,,LOCSAT,confirmed,manual,iasp91,17,12,4,0.207088247,125.7941437,0.617033516,0
